"Player","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","90s","Gls","Ast","G-PK","PK","PKatt","CrdY","CrdR","G+A","G+A-PK","xG","npxG","xA","npxG+xA","xG+xA","Sh","SoT","Sh/90","SoT/90","FK","G-xG","np:G-xG","Cmp","Att","Cmp%","TotDist","PrgDist","Cmp.1","A-xA","KP","1/3","PPA","CrsPA","Prog","Live","Dead","TB","Press","Sw","Crs","CK","In","Out","Str","Ground","Low","High","Left","Right","Head","TI","Other","Off","Int","Blocks","SCA","SCA90","PassLive","PassDead","Drib","Fld","Def","GCA","GCA90","Tkl","TklW","Def 3rd","Mid 3rd","Att 3rd","Past","Succ","ShSv","Pass","Tkl+Int","Clr","Err","Touches","Def Pen","Att Pen","#Pl","Megs","Carries","CPA","Mis","Dis","Targ","Rec","Rec%","Prog.1","Mn/MP","Min%","Subs","unSub","PPM","onG","onGA","+/-","+/-90","onxG","onxGA","xG+/-","xG+/-90","2CrdY","Fls","PKwon","PKcon","OG","Recov","Won","Lost"
"Quique","es ESP","FW,MF","Eibar","es La Liga","30","1990","12","0","167","1.9","0","0","0","0","0","0","0","0.00","0.00","0.3","0.3","0.0","0.3","0.16","4","1","2.16","0.54","0","-0.3","-0.3","35","51","68.6","558","65","22","0.0","0","2","1","0","2","48","3","0","17","1","0","0","0","0","0","33","5","13","33","6","6","0","1","0","2","2","1","0.54","1","0","0","0","0","0","0.00","0","0","0","0","0","1","5","0","3","0","0","0","68","0","6","2","0","32","0","4","1","94","48","51.1","16","14","4.9","12","21","0.17","2","4","-2","-1.08","2.3","3.0","-0.7","-0.38","0","3","0","0","0","12","6","13"
"Rabbi Matondo","wls WAL","FW,MF","Schalke 04","de Bundesliga","19","2000","3","3","220","2.4","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.1","0.1","0.05","0","0","0.00","0.00","0","0.0","0.0","34","40","85.0","584","56","18","-0.1","3","2","3","0","3","40","0","0","13","2","1","0","0","0","0","31","6","3","9","28","2","0","0","0","0","4","4","1.64","3","0","0","0","1","0","0.00","4","3","2","2","0","2","17","0","4","6","0","0","63","2","3","4","1","50","0","5","4","71","40","56.3","12","73","7.2","0","5","0.00","0","9","-9","-3.68","0.5","7.1","-6.5","-2.67","0","2","0","0","0","11","1","2"
"Rachid Alioui","ma MAR","FW","Angers","fr Ligue 1","28","1992","1","0","15","0.2","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","5","6","83.3","59","12","4","0.0","0","1","0","0","0","6","0","0","2","0","0","0","0","0","0","3","2","1","0","4","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","1","0","0","0","12","0","1","1","0","7","0","3","2","9","8","88.9","3","15","0.4","1","0","1.00","0","0","0","0.00","0.0","0.0","0.0","+0.01","0","0","0","0","0","3","0","1"
"Racine Coly","sn SEN","DF","Nice","fr Ligue 1","24","1995","1","0","17","0.2","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","18","20","90.0","161","47","16","0.0","0","1","0","0","0","16","4","0","0","0","0","0","0","0","0","12","6","2","7","7","1","4","1","0","0","0","0","0.00","0","0","0","0","0","0","0.00","1","1","1","0","0","1","3","0","0","1","0","0","21","1","0","0","0","13","0","0","1","14","13","92.9","0","17","0.5","1","4","1.00","0","0","0","0.00","0.0","0.1","0.0","-0.19","0","1","0","0","0","3","0","0"
"Radja Nainggolan","be BEL","MF","Inter","it Serie A","32","1988","4","0","46","0.5","0","0","0","0","0","0","0","0.00","0.00","0.1","0.1","0.0","0.1","0.29","49","6","2.40","0.29","0","-0.6","-0.6","636","837","76.0","14072","3153","213","-1.7","22","69","26","15","57","809","28","2","119","53","51","4","2","1","1","503","153","181","92","692","30","9","2","7","24","32","53","2.59","41","2","4","2","1","4","0.20","2","2","0","2","0","0","5","0","1","2","0","0","46","0","1","0","0","34","0","1","2","45","39","86.7","3","12","1.3","4","1","2.50","4","0","+4","+7.83","2.7","0.4","+2.3","+4.52","0","1","0","0","0","3","0","0"
"Radja Nainggolan","be BEL","MF","Cagliari","it Serie A","32","1988","22","22","1841","20.5","1","0","1","0","0","5","0","0.05","0.05","1.6","1.6","1.7","3.3","0.16","3","0","5.87","0.00","0","-0.1","-0.1","33","38","86.8","569","103","17","0.0","0","5","0","0","1","37","1","0","5","1","0","0","0","0","0","27","5","6","1","34","2","0","1","0","2","1","4","7.83","4","0","0","0","0","0","0.00","42","34","22","14","6","21","93","0","19","71","16","1","1091","34","32","32","0","807","6","24","39","868","733","84.4","87","84","53.8","0","0","0.91","18","24","-6","-0.29","23.0","25.6","-2.6","-0.13","0","21","0","0","0","206","16","18"
"RadosÅaw Majecki","pl POL","GK","Monaco","fr Ligue 1","20","1999","1","1","90","1.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","25","37","67.6","605","275","4","0.0","0","0","0","0","0","25","12","0","3","0","0","0","0","0","0","21","0","16","5","30","0","0","2","1","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","39","30","0","0","0","22","0","0","0","20","20","100.0","0","90","2.6","0","27","3.00","2","1","+1","+1.00","2.0","0.6","+1.3","+1.31","0","0","0","0","0","3","0","0"
"Radu DrÄguÈin","ro ROU","DF","Juventus","it Serie A","18","2002","1","0","1","0.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","1","1","100.0","19","19","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","0","1","0","0","0","1","1","100.0","0","1","0.0","1","22","3.00","0","0","0","0.00","0.0","0.0","0.0","0.00","0","2","0","0","0","0","0","0"
"Rafa Soares","pt POR","DF","Eibar","es La Liga","25","1995","19","12","1134","12.6","0","1","0","0","0","2","0","0.08","0.08","0.0","0.0","1.2","1.3","0.10","2","0","0.16","0.00","0","0.0","0.0","490","702","69.8","9958","4833","193","-0.2","14","48","13","10","54","520","182","0","72","20","44","1","0","1","0","259","196","247","462","28","36","167","3","4","16","24","20","1.59","16","4","0","0","0","2","0.16","29","16","16","9","4","13","35","0","26","47","44","0","829","39","15","4","0","403","1","2","7","434","386","88.9","18","60","33.2","7","19","0.79","14","17","-3","-0.24","13.4","17.7","-4.3","-0.34","0","8","0","0","0","131","16","16"
"Rafael","br BRA","GK","Spezia","it Serie A","38","1982","3","2","207","2.3","0","1","0","0","0","0","0","0.43","0.43","0.0","0.0","0.4","0.4","0.18","0","0","0.00","0.00","0","0.0","0.0","75","106","70.8","2057","1225","18","+0.6","1","0","0","0","0","80","26","0","7","1","0","0","0","0","0","53","7","46","71","18","0","0","9","0","2","0","1","0.43","1","0","0","0","0","1","0.43","0","0","0","0","0","0","0","0","0","0","0","1","113","92","0","0","0","44","0","0","0","61","61","100.0","0","69","6.1","1","11","1.33","3","5","-2","-0.87","2.9","4.9","-2.0","-0.88","0","0","0","0","0","9","0","0"
"Ragnar Klavan","ee EST","DF","Cagliari","it Serie A","34","1985","15","9","770","8.6","0","0","0","0","0","1","0","0.00","0.00","0.3","0.3","0.0","0.3","0.04","6","1","0.70","0.12","0","-0.3","-0.3","338","395","85.6","7232","2207","99","0.0","0","21","1","0","17","374","21","0","36","7","0","0","0","0","0","297","43","55","313","56","10","4","4","1","5","4","3","0.35","2","0","0","0","1","0","0.00","16","5","8","7","1","3","29","0","8","23","41","0","482","76","7","0","0","265","0","1","1","304","301","99.0","0","51","22.5","6","11","0.87","4","13","-9","-1.05","11.6","14.9","-3.3","-0.39","0","8","0","1","0","71","10","16"
"Ralf FÃ¤hrmann","de GER","GK","Schalke 04","de Bundesliga","31","1988","22","22","1876","20.8","0","0","0","0","0","2","0","0.00","0.00","0.1","0.1","0.1","0.1","0.01","1","0","0.05","0.00","0","-0.1","-0.1","541","825","65.6","15846","9206","101","-0.1","2","8","0","0","0","562","263","0","47","22","0","0","0","0","0","394","30","401","74","591","0","0","116","3","5","1","7","0.34","6","1","0","0","0","0","0.00","0","0","0","0","0","1","1","0","0","0","0","0","906","742","1","0","0","383","0","0","0","370","370","100.0","0","85","61.3","0","2","0.55","18","50","-32","-1.54","17.8","41.3","-23.5","-1.13","0","0","0","0","0","114","0","0"
"Ramiro Funes Mori","ar ARG","DF","Villarreal","es La Liga","29","1991","10","8","727","8.1","0","0","0","0","0","1","0","0.00","0.00","1.2","1.2","0.0","1.2","0.15","4","1","0.50","0.12","0","-1.2","-1.2","420","477","88.1","8549","2835","151","0.0","0","21","1","0","25","458","19","0","51","7","2","0","0","0","0","376","35","66","207","234","16","10","2","3","8","5","3","0.37","3","0","0","0","0","1","0.12","11","3","6","5","0","2","16","0","4","25","52","0","571","79","5","1","0","385","0","1","1","401","390","97.3","2","73","21.3","2","26","1.60","14","10","+4","+0.50","14.8","10.7","+4.1","+0.51","0","7","0","0","0","70","24","12"
"Ramon Azeez","ng NGA","MF,DF","Granada","es La Liga","27","1992","2","1","101","1.1","0","0","0","0","0","0","0","0.00","0.00","0.2","0.2","0.0","0.2","0.15","2","0","1.78","0.00","0","-0.2","-0.2","28","38","73.7","416","47","17","0.0","0","3","0","0","0","37","1","0","5","0","1","0","0","0","0","28","2","8","5","27","3","1","0","0","1","0","0","0.00","0","0","0","0","0","0","0.00","3","3","1","2","0","0","5","0","2","3","2","0","48","2","3","0","0","24","0","1","1","35","28","80.0","4","51","3.0","1","9","1.50","1","6","-5","-4.46","0.9","3.2","-2.2","-2.00","0","1","0","0","0","12","4","1"
"Rayan Philippe","fr FRA","FW","Dijon","fr Ligue 1","19","2000","4","1","93","1.0","0","0","0","0","0","0","0","0.00","0.00","0.3","0.3","0.0","0.3","0.27","3","2","2.90","1.94","0","-0.3","-0.3","8","15","53.3","115","12","5","0.0","0","0","0","0","0","10","5","0","6","0","1","2","0","1","0","7","5","3","11","2","1","0","0","0","0","1","1","0.97","0","1","0","0","0","0","0.00","2","2","0","1","1","0","3","0","0","2","0","0","33","1","8","0","0","20","1","6","6","39","22","56.4","7","23","2.7","3","1","0.00","0","1","-1","-0.97","0.5","2.6","-2.1","-1.99","0","0","0","0","0","5","1","3"
"Rayan Souici","fr FRA","DF","Saint-Ãtienne","fr Ligue 1","22","1998","1","0","5","0.1","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","7","8","87.5","184","65","1","0.0","0","0","0","0","1","8","0","0","0","1","0","0","0","0","0","6","0","2","0","7","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","1","0","0","0","1","0","9","0","0","0","0","6","0","0","0","5","5","100.0","0","5","0.1","1","3","0.00","0","0","0","0.00","0.0","0.0","0.0","0.00","0","0","0","0","0","3","0","1"
"RaÃºl Navas","es ESP","DF","Osasuna","es La Liga","32","1988","2","2","168","1.9","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.01","0","0","0.00","0.00","0","0.0","0.0","45","58","77.6","1119","454","14","0.0","1","3","0","0","5","55","3","0","8","3","0","0","0","0","0","31","4","23","11","42","2","0","2","0","2","0","2","1.07","1","0","0","0","1","0","0.00","6","5","6","0","0","4","13","0","4","9","12","0","80","15","1","0","0","35","0","0","0","36","35","97.2","0","84","4.9","0","17","0.00","1","6","-5","-2.68","1.7","5.9","-4.2","-2.26","0","2","0","1","0","17","1","0"
"Recio","es ESP","MF","Eibar","es La Liga","29","1991","17","8","734","8.2","1","0","0","1","1","5","0","0.12","0.00","1.2","0.5","0.7","1.2","0.24","13","2","1.59","0.25","1","-0.2","-0.5","343","430","79.8","6288","1581","161","-0.7","13","30","6","3","24","388","42","0","86","20","20","19","13","5","1","289","54","87","19","379","19","2","5","2","7","15","28","3.43","13","11","0","0","1","0","0.00","16","9","3","10","3","11","47","0","5","20","3","0","511","4","20","8","1","350","1","14","10","411","359","87.3","18","43","21.5","9","13","0.47","7","14","-7","-0.86","10.4","10.6","-0.3","-0.03","0","18","0","0","0","72","8","14"
"Reda Khadra","de GER","FW","Brighton","eng Premier League","19","2001","1","0","5","0.1","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","0","1","0.0","0","0","0","0.0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","1","0","0","5","1","20.0","1","5","0.1","1","1","0.00","0","0","0","0.00","0.0","0.8","-0.8","-13.68","0","0","0","0","0","0","0","1"
"Reinhold Yabo","de GER","MF,FW","Arminia","de Bundesliga","28","1992","13","8","647","7.2","1","0","1","0","0","1","0","0.14","0.14","0.6","0.6","0.0","0.6","0.09","8","1","1.11","0.14","0","+0.4","+0.4","126","166","75.9","2260","527","55","0.0","1","14","3","0","14","165","1","0","40","3","3","0","0","0","0","130","11","25","22","132","7","0","3","0","4","9","7","0.97","5","0","0","2","0","0","0.00","10","7","4","3","3","8","26","0","5","17","2","0","220","3","11","3","0","152","3","7","7","224","151","67.4","20","50","21.1","5","3","0.77","7","12","-5","-0.70","6.2","10.4","-4.2","-0.58","0","6","0","0","0","40","4","10"
"Reinier","br BRA","MF,FW","Dortmund","de Bundesliga","18","2002","14","1","257","2.9","1","1","1","0","0","0","0","0.70","0.70","0.9","0.9","0.4","1.3","0.44","3","1","1.05","0.35","0","+0.1","+0.1","100","113","88.5","1329","293","65","+0.6","4","4","3","1","5","110","3","0","19","0","2","0","0","0","0","94","12","7","8","95","4","2","1","0","4","2","7","2.45","5","0","0","1","1","1","0.35","9","8","3","4","2","4","16","0","4","12","0","0","148","3","11","4","0","101","5","4","4","132","106","80.3","12","18","8.4","13","13","1.79","6","7","-1","-0.35","7.2","5.2","+2.0","+0.70","0","3","0","0","0","18","4","4"
"Rekeem Harper","eng ENG","MF","West Brom","eng Premier League","20","2000","2","0","32","0.4","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.12","1","1","2.81","2.81","0","0.0","0.0","13","16","81.3","242","33","5","0.0","0","2","0","0","1","16","0","0","2","1","0","0","0","0","0","12","2","2","2","12","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","2","1","1","1","0","0","0","0","0","2","0","0","22","0","0","1","0","12","0","1","0","14","12","85.7","2","16","0.9","2","8","0.00","0","2","-2","-5.63","0.2","1.9","-1.6","-4.53","0","1","0","0","0","6","0","0"
"Rhian Brewster","eng ENG","FW","Sheffield Utd","eng Premier League","20","2000","27","12","1128","12.5","0","0","0","0","0","1","0","0.00","0.00","1.7","1.7","1.7","3.4","0.27","25","7","1.99","0.56","1","-1.7","-1.7","156","225","69.3","2629","649","86","-1.7","8","13","4","2","14","218","7","3","56","6","13","0","0","0","0","141","47","37","24","172","19","0","0","1","10","12","22","1.76","16","0","0","2","0","0","0.00","14","8","1","7","6","12","61","0","13","20","3","0","352","6","33","9","0","214","3","22","16","476","231","48.5","70","42","33.0","15","7","0.63","7","16","-9","-0.72","12.0","17.2","-5.2","-0.41","0","18","0","0","0","61","12","45"
"Rhys Williams","eng ENG","DF","Liverpool","eng Premier League","19","2001","9","7","661","7.3","0","0","0","0","0","0","0","0.00","0.00","0.5","0.5","0.4","0.9","0.13","7","0","0.95","0.00","0","-0.5","-0.5","415","451","92.0","9374","2316","91","-0.4","2","21","1","0","13","444","7","1","35","9","0","0","0","0","0","369","32","50","30","380","32","0","0","0","7","2","5","0.68","4","0","0","0","0","1","0.14","6","2","2","4","0","1","15","0","1","14","67","1","543","69","9","1","0","329","0","0","0","373","366","98.1","2","73","19.3","2","16","2.44","14","6","+8","+1.09","14.7","8.3","+6.4","+0.87","0","4","0","0","0","76","32","7"
"Ricard","es ESP","DF","AtlÃ©tico Madrid","es La Liga","20","2000","1","0","30","0.3","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.07","1","0","3.00","0.00","0","0.0","0.0","14","20","70.0","292","161","5","0.0","0","1","2","2","0","16","4","0","1","1","2","0","0","0","0","11","3","6","1","14","1","4","0","0","0","2","2","6.00","2","0","0","0","0","0","0.00","1","1","0","1","0","0","4","0","1","1","1","0","25","0","1","0","0","12","0","1","0","16","15","93.8","0","30","0.9","1","11","0.00","0","1","-1","-3.00","0.9","0.4","+0.5","+1.59","0","0","0","0","0","2","0","1"
"Riccardo Gagliolo","se SWE","DF","Parma","it Serie A","30","1990","28","22","1956","21.7","2","2","2","0","0","6","0","0.18","0.18","2.4","2.4","1.1","3.4","0.16","20","3","0.92","0.14","0","-0.4","-0.4","1082","1340","80.7","23799","9547","325","+0.9","16","98","21","11","118","1189","151","0","106","34","39","0","0","0","0","839","191","310","847","324","41","112","5","3","32","21","35","1.61","31","0","0","1","2","3","0.14","58","29","40","13","5","17","78","0","38","88","61","0","1577","151","28","11","1","922","2","10","8","1081","1033","95.6","14","70","57.2","6","0","0.57","20","47","-27","-1.24","23.1","32.6","-9.5","-0.44","0","28","0","0","0","174","27","28"
"Riccardo Improta","it ITA","MF,DF","Benevento","it Serie A","26","1993","34","23","2335","25.9","1","0","1","0","0","7","0","0.04","0.04","2.3","2.3","1.7","4.0","0.16","36","6","1.39","0.23","0","-1.3","-1.3","685","946","72.4","11812","5167","340","-1.7","22","66","34","17","108","846","100","4","171","25","62","4","3","1","0","529","173","244","219","561","50","77","1","2","27","43","51","1.97","42","2","2","1","0","4","0.15","39","23","23","11","5","24","97","0","30","72","47","0","1235","72","57","21","0","777","8","25","37","1002","800","79.8","93","69","68.3","11","1","0.91","26","50","-24","-0.93","30.2","43.4","-13.2","-0.51","0","24","0","0","1","161","51","48"
"Riqui Puig","es ESP","MF","Barcelona","es La Liga","20","1999","14","2","292","3.2","1","0","1","0","0","1","0","0.31","0.31","0.3","0.3","0.2","0.5","0.16","4","2","1.23","0.62","0","+0.7","+0.7","318","349","91.1","5428","1015","169","-0.2","5","25","4","0","21","341","8","2","61","4","0","2","1","0","0","301","22","26","15","330","3","1","0","2","9","2","12","3.70","12","0","0","0","0","2","0.62","5","5","1","4","0","2","13","0","2","7","0","0","377","1","9","6","0","280","3","7","1","358","338","94.4","17","21","8.5","12","23","2.14","10","4","+6","+1.85","7.0","4.6","+2.4","+0.75","0","2","0","0","0","24","1","4"
"Ritsu Doan","jp JPN","MF,FW","Arminia","de Bundesliga","22","1998","34","33","2768","30.8","5","2","5","0","0","1","0","0.23","0.23","5.2","5.0","3.3","8.3","0.28","70","20","2.28","0.65","7","-0.2","0.0","546","861","63.4","9639","3791","270","-1.3","46","43","33","10","80","721","140","1","185","47","64","54","31","16","1","493","103","265","670","110","41","9","3","4","25","44","89","2.89","40","21","18","5","1","5","0.16","63","44","24","30","9","38","202","0","52","89","12","0","1331","14","97","82","8","925","29","76","85","1296","819","63.2","135","81","90.5","1","0","1.03","24","46","-22","-0.72","27.1","50.1","-22.9","-0.75","0","31","1","0","0","199","32","60"
"Robbie Brady","ie IRL","MF","Burnley","eng Premier League","28","1992","19","12","1052","11.7","1","1","1","0","0","3","0","0.17","0.17","0.8","0.8","0.9","1.7","0.15","16","5","1.37","0.43","4","+0.2","+0.2","266","393","67.7","4703","1627","133","+0.1","7","23","6","4","32","376","17","3","89","12","25","3","2","0","0","197","74","122","271","61","41","7","0","1","9","12","17","1.45","12","2","0","0","1","1","0.09","22","12","12","3","7","22","41","0","23","31","24","1","526","43","23","17","2","309","5","16","11","385","299","77.7","30","55","30.8","7","2","1.58","8","6","+2","+0.17","8.9","15.7","-6.8","-0.58","0","21","0","0","0","110","21","20"
"Rober Correa","es ESP","DF","Eibar","es La Liga","27","1992","15","13","1136","12.6","0","2","0","0","0","3","0","0.16","0.16","0.2","0.2","0.8","1.1","0.08","6","0","0.48","0.00","0","-0.2","-0.2","427","610","70.0","8259","3263","179","+1.2","9","39","10","8","30","471","139","0","99","26","31","0","0","0","0","276","139","195","41","355","57","126","2","1","11","10","16","1.27","11","2","0","2","1","2","0.16","23","17","14","6","3","5","45","0","23","47","58","0","764","34","14","12","1","354","0","9","6","354","323","91.2","20","76","33.2","2","7","1.13","12","10","+2","+0.16","16.2","10.7","+5.5","+0.43","0","7","1","0","0","158","46","25"
"Robert Glatzel","de GER","FW","Mainz 05","de Bundesliga","26","1994","13","3","359","4.0","2","1","2","0","0","0","0","0.75","0.75","2.9","2.9","0.6","3.5","0.88","13","7","3.26","1.75","0","-0.9","-0.9","100","143","69.9","1216","259","59","+0.4","2","7","5","1","7","139","4","0","56","1","3","0","0","0","0","87","35","21","24","83","12","0","3","1","6","9","11","2.76","7","0","1","1","1","3","0.75","3","1","1","1","1","4","22","0","2","5","3","0","201","3","35","7","1","124","6","14","5","280","146","52.1","39","28","11.7","10","2","1.77","7","6","+1","+0.25","8.3","6.7","+1.6","+0.41","0","14","0","0","0","36","23","41"
"Robert Skov","dk DEN","FW,DF","Hoffenheim","de Bundesliga","24","1996","23","12","1164","12.9","1","0","1","0","0","0","1","0.08","0.08","2.1","2.1","1.3","3.4","0.26","32","7","2.47","0.54","8","-1.1","-1.1","360","518","69.5","6820","1884","158","-1.3","15","18","17","5","41","449","69","1","87","34","39","30","16","7","0","301","85","132","401","49","24","26","8","2","10","28","29","2.24","18","8","1","0","0","1","0.08","23","15","11","8","4","11","76","1","13","35","12","0","686","22","33","21","3","435","4","28","13","574","439","76.5","61","51","38.0","11","1","1.22","13","17","-4","-0.31","16.6","23.1","-6.5","-0.50","0","9","0","0","0","94","11","27"
"Robert Snodgrass","sct SCO","MF,FW","West Brom","eng Premier League","32","1987","8","6","526","5.8","0","0","0","0","0","2","0","0.00","0.00","0.2","0.2","0.3","0.5","0.09","4","1","0.68","0.17","1","-0.2","-0.2","105","133","78.9","1699","544","59","-0.3","3","9","5","0","15","132","1","0","28","1","5","0","0","0","0","85","19","29","100","17","8","0","2","1","3","0","6","1.03","6","0","0","0","0","1","0.17","20","12","13","5","2","10","25","0","10","24","12","0","207","15","11","3","1","112","4","2","4","140","91","65.0","18","66","15.4","2","2","0.63","7","14","-7","-1.20","6.4","8.6","-2.2","-0.38","0","8","0","0","0","55","10","13"
"Robert Snodgrass","sct SCO","FW,DF","West Ham","eng Premier League","32","1987","3","0","5","0.1","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","3","3","100.0","35","13","3","0.0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","1","18.00","1","0","0","0","0","0","0.00","1","1","0","0","1","0","0","0","0","1","0","0","4","0","0","0","0","4","0","0","0","5","3","60.0","0","2","0.1","3","8","1.67","1","0","+1","+18.00","0.1","0.2","-0.1","-1.73","0","0","0","0","0","0","0","0"
"Roberto","es ESP","GK","Valladolid","es La Liga","34","1986","13","13","1170","13.0","0","0","0","0","0","0","1","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","200","411","48.7","8584","6225","14","0.0","0","3","0","0","0","224","187","0","29","8","0","0","0","0","0","91","22","298","11","347","1","0","38","2","4","1","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","1","0","0","0","0","0","0","441","371","0","0","0","163","0","0","0","148","148","100.0","0","90","34.2","0","22","0.71","10","21","-11","-0.85","12.9","16.2","-3.3","-0.25","0","0","0","0","0","55","0","0"
"Roberto Gagliardini","it ITA","MF","Inter","it Serie A","26","1994","28","14","1232","13.7","3","2","3","0","0","2","0","0.37","0.37","1.2","1.2","1.3","2.5","0.18","17","5","1.24","0.37","0","+1.8","+1.8","526","612","85.9","8961","2169","263","+0.7","7","51","8","2","57","598","14","0","115","20","13","1","0","0","0","480","65","67","62","515","16","1","3","2","14","11","17","1.24","13","1","1","1","0","6","0.44","29","17","13","11","5","24","63","0","16","44","16","0","743","29","39","8","1","496","4","13","9","615","552","89.8","43","44","36.0","14","8","2.54","33","13","+20","+1.46","24.0","15.5","+8.5","+0.62","0","23","0","0","0","80","24","15"
"Roberto Inglese","it ITA","FW","Parma","it Serie A","28","1991","14","6","576","6.4","0","2","0","0","0","2","0","0.31","0.31","0.6","0.6","1.0","1.6","0.24","8","5","1.25","0.78","0","-0.6","-0.6","75","115","65.2","1110","232","42","+1.0","3","5","3","0","9","103","12","1","28","3","3","0","0","0","0","64","25","26","17","74","12","0","4","0","4","7","9","1.41","3","0","2","1","1","2","0.31","5","4","1","1","3","9","19","0","9","6","4","0","207","5","18","6","0","132","1","27","26","300","150","50.0","42","41","16.8","8","2","0.43","4","15","-11","-1.72","4.1","10.7","-6.7","-1.04","0","14","0","0","0","23","11","16"
"Roberto Insigne","it ITA","MF,FW","Benevento","it Serie A","26","1994","30","17","1599","17.8","2","4","2","0","0","2","0","0.34","0.34","3.5","3.5","3.6","7.2","0.40","38","12","2.14","0.68","0","-1.5","-1.5","495","625","79.2","8719","2240","232","+0.4","39","29","31","7","56","571","54","4","108","21","26","34","6","19","0","452","61","112","538","48","25","5","3","1","15","18","64","3.60","45","12","3","1","0","7","0.39","18","7","7","5","6","20","49","0","15","25","14","0","795","18","68","16","0","575","14","28","21","754","573","76.0","115","53","46.8","13","7","0.77","20","40","-20","-1.13","22.4","31.3","-8.9","-0.50","0","13","0","0","0","107","7","22"
"Roberto LÃ³pez","es ESP","MF,FW","Real Sociedad","es La Liga","20","2000","17","4","505","5.6","3","0","3","0","0","0","0","0.53","0.53","1.0","1.0","1.7","2.7","0.47","14","4","2.50","0.71","2","+2.0","+2.0","189","249","75.9","3326","918","93","-1.7","10","22","6","1","22","225","24","3","57","9","14","14","7","5","0","165","33","51","192","36","12","1","2","0","6","9","19","3.39","10","5","0","0","0","1","0.18","4","2","2","1","1","8","19","0","5","7","4","0","301","5","11","3","0","196","1","7","7","254","208","81.9","32","30","14.8","13","19","1.59","8","6","+2","+0.36","8.4","5.7","+2.8","+0.49","0","2","0","0","0","47","7","11"
"Robin Olsen","se SWE","GK","Everton","eng Premier League","30","1990","7","7","630","7.0","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","142","199","71.4","4967","3508","19","0.0","0","2","0","0","0","126","73","0","23","4","0","0","0","0","0","86","10","103","13","157","0","0","21","1","4","0","1","0.14","1","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","2","0","215","191","0","0","0","78","0","0","0","91","90","98.9","0","90","18.4","0","21","1.29","9","9","0","0.00","8.7","10.3","-1.6","-0.22","0","0","0","0","0","22","0","0"
"Robin Quaison","se SWE","FW,MF","Mainz 05","de Bundesliga","26","1993","28","18","1476","16.4","6","2","5","1","1","1","0","0.49","0.43","5.9","5.1","2.9","8.1","0.54","34","16","2.07","0.98","1","+0.1","-0.1","226","340","66.5","3524","933","129","-0.9","13","22","6","0","23","333","7","2","92","9","6","0","0","0","0","207","69","64","34","247","27","2","12","2","10","17","34","2.07","22","0","5","3","2","7","0.43","16","9","4","8","4","12","79","0","14","25","6","0","513","9","49","27","1","340","4","29","28","687","349","50.8","96","53","48.2","10","2","1.00","24","31","-7","-0.43","22.8","26.4","-3.6","-0.22","0","21","0","0","0","92","23","55"
