"Player","Nation","Pos","Squad","Comp","Age","Born","MP","Starts","Min","90s","Gls","Ast","G-PK","PK","PKatt","CrdY","CrdR","G+A","G+A-PK","xG","npxG","xA","npxG+xA","xG+xA","Sh","SoT","Sh/90","SoT/90","FK","G-xG","np:G-xG","Cmp","Att","Cmp%","TotDist","PrgDist","Cmp.1","A-xA","KP","1/3","PPA","CrsPA","Prog","Live","Dead","TB","Press","Sw","Crs","CK","In","Out","Str","Ground","Low","High","Left","Right","Head","TI","Other","Off","Int","Blocks","SCA","SCA90","PassLive","PassDead","Drib","Fld","Def","GCA","GCA90","Tkl","TklW","Def 3rd","Mid 3rd","Att 3rd","Past","Succ","ShSv","Pass","Tkl+Int","Clr","Err","Touches","Def Pen","Att Pen","#Pl","Megs","Carries","CPA","Mis","Dis","Targ","Rec","Rec%","Prog.1","Mn/MP","Min%","Subs","unSub","PPM","onG","onGA","+/-","+/-90","onxG","onxGA","xG+/-","xG+/-90","2CrdY","Fls","PKwon","PKcon","OG","Recov","Won","Lost"
"Lamine SanÃ©","sn SEN","DF","Werder Bremen","de Bundesliga","30","1987","11","9","786","8.7","1","0","1","0","0","1","0","0.11","0.11","0.2","0.2","0.2","0.4","0.04","4","1","0.46","0.11","0","+0.8","+0.8","323","400","80.8","7285","2539","79","-0.2","1","26","0","0","20","387","13","0","69","12","0","0","0","0","0","266","56","78","20","323","43","1","1","0","7","5","3","0.34","2","0","0","0","0","0","0.00","17","11","15","2","0","4","23","0","4","25","46","1","487","63","9","3","0","283","0","0","4","257","249","96.9","6","71","25.7","2","5","0.55","2","14","-12","-1.37","8.2","14.9","-6.7","-0.77","0","6","0","0","0","128","15","7"
"Landry Bonnefoi","fr FRA","GK","Strasbourg","fr Ligue 1","33","1983","4","3","272","3.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","40","65","61.5","1519","1080","2","0.0","0","2","0","0","0","34","31","0","6","0","0","0","0","0","0","23","2","40","9","45","0","0","8","1","0","1","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","81","76","0","0","0","25","0","0","0","22","22","100.0","0","68","8.0","1","5","1.50","5","6","-1","-0.33","5.6","4.6","+1.0","+0.33","0","0","0","0","0","11","0","0"
"Lasse SÃ¸rensen","dk DEN","MF","Stoke City","eng Premier League","17","1999","1","1","75","0.8","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.2","0.2","0.22","0","0","0.00","0.00","0","0.0","0.0","42","56","75.0","947","354","12","-0.2","2","6","0","0","2","55","1","0","8","2","1","0","0","0","0","39","7","10","4","49","3","0","0","1","0","1","2","2.40","1","1","0","0","0","1","1.20","2","1","2","0","0","1","5","0","1","2","4","0","66","6","0","0","0","37","0","1","1","44","42","95.5","0","75","2.2","0","2","3.00","2","1","+1","+1.20","1.5","1.9","-0.4","-0.52","0","0","0","0","0","13","1","0"
"Leandro CastÃ¡n","br BRA","DF","Cagliari","it Serie A","30","1986","14","13","1141","12.7","0","1","0","0","0","5","0","0.08","0.08","0.3","0.3","0.4","0.8","0.06","3","1","0.24","0.08","0","-0.3","-0.3","412","537","76.7","8508","2940","133","+0.6","1","33","2","0","31","507","30","0","102","7","2","0","0","0","0","326","52","159","429","49","43","7","2","1","5","13","5","0.39","4","1","0","0","0","1","0.08","28","14","21","7","0","6","46","0","14","37","41","0","656","66","8","6","1","388","0","2","2","392","387","98.7","4","82","33.4","1","2","0.93","8","25","-17","-1.34","10.6","18.1","-7.5","-0.59","0","16","0","1","0","121","14","10"
"Ledian Memushaj","al ALB","MF","Benevento","it Serie A","30","1986","17","15","1258","14.0","0","0","0","0","0","3","0","0.00","0.00","0.9","0.9","1.4","2.2","0.16","18","2","1.29","0.14","1","-0.9","-0.9","544","671","81.1","9102","3150","283","-1.4","20","62","6","2","67","626","45","1","130","15","15","15","4","7","2","460","101","110","146","489","20","8","3","6","9","20","39","2.79","32","2","1","0","1","0","0.00","36","24","16","16","4","29","97","0","16","48","8","0","838","24","21","33","3","657","5","22","21","651","574","88.2","52","74","36.8","2","9","0.41","7","31","-24","-1.72","13.9","24.0","-10.1","-0.72","0","18","0","0","0","130","7","10"
"Lee Chung-yong","kr KOR","FW,MF","Crystal Palace","eng Premier League","29","1988","7","1","135","1.5","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.1","0.1","0.07","1","0","0.67","0.00","0","0.0","0.0","58","76","76.3","845","225","38","-0.1","2","1","1","0","4","72","4","0","11","2","4","1","0","1","0","46","10","20","7","55","7","3","3","0","0","2","5","3.33","5","0","0","0","0","0","0.00","6","5","2","3","1","0","9","0","4","7","0","1","95","0","6","1","0","64","1","3","5","81","65","80.2","11","19","3.9","6","18","1.00","2","3","-1","-0.67","2.5","1.2","+1.3","+0.85","0","1","0","0","0","15","2","5"
"Lee Grant","eng ENG","GK","Stoke City","eng Premier League","34","1983","3","3","270","3.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","58","94","61.7","2631","1982","4","0.0","0","4","0","0","0","56","38","0","5","2","0","0","0","0","0","25","4","65","6","68","0","0","14","1","1","0","1","0.33","1","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","96","77","0","0","0","41","0","0","0","32","31","96.9","0","90","7.9","0","26","0.33","3","7","-4","-1.33","3.5","4.6","-1.2","-0.39","0","0","0","0","0","18","0","0"
"Lee Seung-woo","kr KOR","MF,FW","Hellas Verona","it Serie A","19","1998","14","1","358","4.0","1","0","1","0","0","4","0","0.25","0.25","0.6","0.6","0.1","0.7","0.17","11","3","2.77","0.75","0","+0.4","+0.4","128","162","79.0","2091","447","71","-0.1","3","9","7","0","21","155","7","0","30","6","3","2","0","0","0","109","30","23","24","129","6","2","1","0","4","7","9","2.27","7","1","0","1","0","0","0.00","5","3","0","3","2","8","24","0","1","7","0","0","221","2","16","11","0","176","4","13","2","200","162","81.0","22","26","10.5","13","19","0.00","1","8","-7","-1.76","2.4","5.4","-3.0","-0.76","0","9","0","0","0","33","0","8"
"Lemouya Goudiaby","sn SEN","DF","Metz","fr Ligue 1","20","1997","2","1","84","0.9","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","30","40","75.0","519","242","11","0.0","0","1","1","0","4","25","15","0","2","0","8","0","0","0","0","19","13","8","3","20","2","15","0","0","1","0","1","1.06","1","0","0","0","0","0","0.00","0","0","0","0","0","2","8","0","2","2","2","0","53","3","0","3","0","28","0","1","1","25","25","100.0","1","42","2.5","1","6","0.00","0","8","-8","-8.57","0.6","2.1","-1.5","-1.63","0","1","0","0","0","5","0","0"
"Leon Britton","eng ENG","MF","Swansea City","eng Premier League","34","1982","5","4","302","3.4","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","130","140","92.9","2366","402","52","0.0","0","10","1","0","4","132","8","0","5","1","1","0","0","0","0","121","10","9","16","113","10","0","1","0","1","1","1","0.30","1","0","0","0","0","0","0.00","7","7","1","5","1","4","18","0","2","11","2","0","162","2","1","1","0","100","1","2","3","111","103","92.8","0","60","8.8","1","2","0.80","2","1","+1","+0.30","4.2","2.8","+1.3","+0.40","0","7","0","0","0","33","0","5"
"Leonardo Ulloa","ar ARG","FW","Leicester City","eng Premier League","31","1986","4","0","22","0.2","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.11","1","1","4.09","4.09","0","0.0","0.0","14","15","93.3","185","22","8","0.0","0","0","0","0","0","14","1","0","6","0","0","0","0","0","0","10","4","1","1","10","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","4","1","0","2","2","2","21","0","1","4","3","0","24","1","2","4","1","17","0","1","4","31","18","58.1","4","6","0.6","4","4","1.50","0","1","-1","-4.09","0.6","0.4","+0.1","+0.59","0","1","0","0","0","2","5","5"
"Leonardo Ulloa","ar ARG","FW","Brighton","eng Premier League","31","1986","10","2","267","3.0","1","0","1","0","0","0","0","0.34","0.34","0.4","0.4","0.3","0.7","0.24","2","1","0.67","0.34","0","+0.6","+0.6","83","123","67.5","1021","247","57","-0.3","6","9","2","0","10","122","1","1","56","0","0","0","0","0","0","51","47","25","9","63","15","1","5","1","4","7","8","2.70","8","0","0","0","0","0","0.00","2","2","0","0","2","1","1","0","0","3","0","0","174","4","8","2","0","80","0","24","9","226","139","61.5","19","27","7.8","8","3","1.10","2","3","-1","-0.34","3.0","5.4","-2.3","-0.78","0","7","0","0","0","21","33","42"
"Leroy Fer","nl NED","MF","Swansea City","eng Premier League","27","1990","20","15","1397","15.5","1","1","1","0","0","5","0","0.13","0.13","1.4","1.4","1.3","2.7","0.17","12","3","0.77","0.19","0","-0.4","-0.4","518","649","79.8","9879","1842","224","-0.3","11","52","9","0","47","631","18","2","158","23","5","0","0","0","0","420","136","93","209","377","28","6","1","0","23","10","22","1.42","14","0","6","1","0","1","0.06","44","31","19","19","6","21","98","0","16","61","24","1","825","28","21","21","0","544","2","18","30","640","566","88.4","40","70","40.8","5","4","0.80","12","26","-14","-0.90","12.3","25.8","-13.5","-0.87","0","28","0","0","0","121","40","26"
"Lewis Holtby","de GER","MF,FW","Hamburger SV","de Bundesliga","26","1990","16","13","1196","13.3","6","0","6","0","0","1","0","0.45","0.45","3.7","3.7","1.0","4.7","0.35","24","10","1.81","0.75","1","+2.3","+2.3","451","593","76.1","8631","2281","190","-1.0","12","35","14","4","44","548","45","2","99","28","15","12","1","1","0","353","114","126","448","81","30","14","9","5","9","19","35","2.63","25","0","2","5","0","4","0.30","35","20","11","20","4","18","78","0","20","42","15","0","764","13","42","17","2","508","9","19","27","603","473","78.4","89","75","39.1","3","5","1.06","12","25","-13","-0.98","16.2","24.1","-7.9","-0.60","0","20","0","0","0","154","17","25"
"Liam Rosenior","eng ENG","DF","Brighton","eng Premier League","33","1984","3","1","164","1.8","0","0","0","0","0","0","0","0.00","0.00","0.1","0.1","0.0","0.1","0.03","2","0","1.10","0.00","0","-0.1","-0.1","65","91","71.4","1252","781","32","0.0","0","5","0","0","8","70","21","0","4","0","0","0","0","0","0","46","11","34","4","63","2","21","1","1","4","7","0","0.00","0","0","0","0","0","0","0.00","4","1","2","1","1","3","4","0","1","6","7","0","110","10","0","0","0","60","0","1","0","66","60","90.9","2","55","4.8","2","5","1.33","2","3","-1","-0.55","1.3","2.2","-0.9","-0.47","0","1","0","0","0","10","1","2"
"Lilian Fournier","fr FRA","MF","Metz","fr Ligue 1","19","1998","1","0","15","0.2","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","3","6","50.0","38","9","2","0.0","0","0","0","0","0","6","0","0","2","0","0","0","0","0","0","4","1","1","2","4","0","0","0","0","1","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","1","0","0","1","0","0","7","0","0","2","0","6","0","0","0","5","4","80.0","1","15","0.4","1","0","0.00","0","2","-2","-12.00","0.1","1.0","-0.9","-5.30","0","1","0","0","0","2","0","0"
"Lisandro LÃ³pez","ar ARG","DF","Inter","it Serie A","27","1989","1","0","45","0.5","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","24","26","92.3","448","112","6","0.0","0","0","0","0","0","26","0","0","4","0","0","0","0","0","0","23","2","1","3","23","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","2","2","2","0","0","2","3","0","0","3","5","0","33","3","0","0","0","21","0","0","0","20","19","95.0","0","45","1.3","1","17","3.00","1","0","+1","+2.00","1.8","0.3","+1.5","+3.08","0","1","0","0","0","5","2","0"
"LoÃ¯c Puyo","fr FRA","MF","Angers","fr Ligue 1","28","1988","8","0","171","1.9","0","0","0","0","0","0","0","0.00","0.00","0.1","0.1","0.3","0.4","0.20","2","0","1.05","0.00","0","-0.1","-0.1","80","111","72.1","1898","529","22","-0.3","5","14","1","0","10","107","4","0","15","9","4","2","0","0","0","64","6","41","91","16","4","0","0","0","1","5","7","3.71","5","1","1","0","0","0","0.00","6","6","2","4","0","1","6","0","3","9","3","0","141","6","3","4","0","95","0","3","1","86","79","91.9","6","21","5.0","8","9","1.75","5","0","+5","+2.63","4.2","1.5","+2.7","+1.43","0","4","0","0","0","29","0","0"
"Luca Antei","it ITA","DF","Benevento","it Serie A","25","1992","8","8","592","6.6","0","0","0","0","0","1","1","0.00","0.00","0.0","0.0","0.0","0.0","0.00","1","1","0.15","0.15","0","0.0","0.0","315","371","84.9","6951","2289","64","0.0","0","20","0","0","22","348","23","0","34","8","1","0","0","0","0","280","29","62","29","322","8","4","0","0","5","3","2","0.31","1","0","0","0","0","0","0.00","23","13","17","6","0","8","27","0","2","39","32","1","452","64","1","2","0","270","0","0","4","285","285","100.0","1","74","17.3","0","2","0.00","4","18","-14","-2.13","6.1","15.8","-9.7","-1.48","0","9","0","0","0","55","9","7"
"Luca Crosta","it ITA","GK","Cagliari","it Serie A","19","1998","1","1","90","1.0","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","13","24","54.2","393","188","1","0.0","0","0","0","0","0","12","12","0","2","0","0","0","0","0","0","9","3","12","1","19","0","0","4","1","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","26","23","0","0","0","5","0","0","0","7","7","100.0","0","90","2.6","0","32","0.00","0","3","-3","-3.00","0.8","2.1","-1.3","-1.28","0","0","0","1","0","2","0","0"
"Luca Garritano","it ITA","MF,FW","Chievo","it Serie A","23","1994","11","0","189","2.1","0","0","0","0","0","0","0","0.00","0.00","0.1","0.1","0.0","0.2","0.08","4","2","1.90","0.95","0","-0.1","-0.1","57","84","67.9","1141","412","27","0.0","2","6","6","0","10","76","8","0","13","8","6","3","2","0","1","39","15","30","18","54","8","3","0","0","2","5","7","3.32","2","2","1","1","1","1","0.47","6","5","2","2","2","5","20","0","4","7","3","0","125","6","11","7","0","90","1","6","9","94","75","79.8","22","17","5.5","11","11","0.82","2","5","-3","-1.43","2.9","3.8","-0.9","-0.45","0","2","0","0","0","21","1","6"
"Luca Rizzo","it ITA","MF","SPAL","it Serie A","25","1992","11","4","488","5.4","2","0","2","0","0","0","0","0.37","0.37","0.4","0.4","0.9","1.3","0.24","10","7","1.84","1.29","0","+1.6","+1.6","143","207","69.1","2324","741","73","-0.9","5","8","6","3","23","192","15","0","34","6","13","11","1","1","0","128","40","39","55","139","9","2","1","2","8","16","13","2.40","6","3","4","0","0","0","0.00","20","9","10","9","1","21","29","0","15","21","4","1","301","6","22","14","0","221","6","9","15","220","195","88.6","35","44","14.3","7","6","0.55","6","13","-7","-1.29","7.0","11.5","-4.5","-0.83","0","7","0","1","0","39","1","4"
"Luca Sparandeo","it ITA","DF","Benevento","it Serie A","17","1999","1","0","32","0.4","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","15","16","93.8","350","111","2","0.0","0","2","1","0","2","16","0","0","5","0","0","0","0","0","0","14","1","1","14","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","1","0","0","1","0","1","0","18","0","0","0","0","12","0","0","0","12","12","100.0","0","32","0.9","1","8","0.00","0","1","-1","-2.81","0.3","0.8","-0.4","-1.26","0","1","0","1","0","4","1","3"
"Luca Vido","it ITA","FW,MF","Atalanta","it Serie A","20","1997","4","0","74","0.8","0","0","0","0","0","0","0","0.00","0.00","0.3","0.3","0.1","0.4","0.54","5","2","6.08","2.43","0","-0.3","-0.3","28","31","90.3","550","90","15","-0.1","2","2","2","1","3","30","1","0","8","3","2","0","0","0","0","22","3","6","5","26","0","0","0","0","2","0","4","4.93","4","0","0","0","0","0","0.00","5","3","2","3","0","0","5","0","0","5","0","0","50","0","9","2","0","42","1","3","1","57","42","73.7","22","19","2.2","4","16","1.50","1","0","+1","+1.22","3.2","0.5","+2.7","+3.27","0","2","0","0","0","2","1","1"
"Luciano Narsingh","nl NED","FW,MF","Swansea City","eng Premier League","26","1990","18","5","625","6.9","1","0","1","0","0","0","0","0.14","0.14","1.4","1.4","1.0","2.4","0.34","9","5","1.30","0.72","0","-0.4","-0.4","159","215","74.0","2323","642","106","-1.0","10","12","8","4","12","212","3","0","53","3","18","0","0","0","0","152","29","34","34","169","5","2","1","0","5","13","16","2.30","13","0","3","0","0","1","0.14","9","8","1","6","2","9","36","0","7","21","1","0","311","4","33","16","3","253","20","18","15","331","226","68.3","40","35","18.3","13","14","0.67","8","15","-7","-1.01","7.8","12.5","-4.6","-0.67","0","3","0","0","0","43","6","19"
"Luis HernÃ¡ndez","es ESP","DF","MÃ¡laga","es La Liga","28","1989","36","36","3240","36.0","0","2","0","0","0","8","0","0.06","0.06","0.4","0.4","0.5","1.0","0.03","7","1","0.19","0.03","0","-0.4","-0.4","1121","1464","76.6","25643","11080","287","+1.5","7","103","9","2","93","1394","70","0","237","31","19","0","0","0","0","843","168","453","76","1129","192","30","5","3","13","28","18","0.50","13","3","0","0","2","3","0.08","39","30","26","10","3","21","71","0","29","91","124","1","1729","214","13","3","0","945","0","0","3","881","863","98.0","12","90","94.7","0","0","0.56","23","57","-34","-0.94","31.8","48.7","-16.9","-0.47","0","42","0","2","0","451","37","25"
"LÃ©o Lacroix","ch SUI","DF","Saint-Ãtienne","fr Ligue 1","25","1992","11","8","776","8.6","0","0","0","0","0","3","1","0.00","0.00","0.7","0.7","0.0","0.7","0.08","9","1","1.04","0.12","0","-0.7","-0.7","294","349","84.2","6852","2372","74","0.0","0","17","1","0","20","345","4","0","31","15","0","0","0","0","0","259","26","64","71","239","31","0","1","1","5","4","5","0.58","3","0","0","0","0","0","0.00","13","7","7","6","0","3","16","0","9","23","36","2","444","68","12","3","0","249","0","3","0","264","255","96.6","6","71","22.7","3","8","0.82","7","12","-5","-0.58","10.6","14.8","-4.3","-0.50","0","11","0","0","0","81","11","6"
"Maksym Koval","ua UKR","GK,MF","La CoruÃ±a","es La Liga","24","1992","2","2","121","1.3","0","0","0","0","0","0","1","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","21","34","61.8","781","505","4","0.0","0","0","0","0","0","25","9","0","4","0","0","0","0","0","0","15","0","19","2","23","0","0","9","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","1","39","35","0","0","0","23","0","1","0","16","16","100.0","0","61","3.5","0","12","0.50","2","3","-1","-0.74","2.6","2.3","+0.3","+0.19","0","0","0","0","0","10","0","0"
"Mamadou Samassa","ml MLI","GK","Troyes","fr Ligue 1","27","1990","21","21","1890","21.0","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","265","499","53.1","9578","6319","20","0.0","1","10","0","0","1","305","194","0","30","11","0","0","0","0","0","164","18","317","40","352","0","0","75","4","1","1","2","0.10","2","0","0","0","0","0","0.00","0","0","0","0","0","2","1","0","0","0","2","2","639","532","0","0","0","261","0","1","0","181","180","99.4","0","90","55.3","0","12","1.00","21","31","-10","-0.48","22.0","27.7","-5.7","-0.27","0","1","0","0","0","106","0","0"
"Mame Biram Diouf","sn SEN","FW,DF","Stoke City","eng Premier League","29","1987","35","30","2596","28.8","6","2","6","0","0","6","0","0.28","0.28","7.3","7.3","1.6","8.9","0.31","59","19","2.05","0.66","0","-1.3","-1.3","354","638","55.5","5469","1865","193","+0.4","17","30","8","2","46","597","41","2","222","2","20","0","0","0","0","266","186","186","75","310","85","35","11","3","44","37","43","1.49","26","1","2","8","0","6","0.21","59","36","32","17","10","17","111","0","28","80","53","0","1010","65","99","19","0","459","6","69","32","1213","638","52.6","169","74","75.9","5","0","0.91","29","49","-20","-0.69","27.7","43.3","-15.6","-0.54","0","38","0","0","0","145","155","160"
"Mandela Egbo","eng ENG","MF","M'Gladbach","de Bundesliga","19","1997","1","0","11","0.1","0","0","0","0","0","0","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","0","2","0.0","0","0","0","0.0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","1","0","3","1","0","0","0","0","0","0","0","1","0","0.0","0","11","0.4","1","7","3.00","0","0","0","0.00","0.1","0.3","-0.2","-1.24","0","0","0","0","0","2","0","2"
"Mapou Yanga-Mbiwa","fr FRA","DF","Lyon","fr Ligue 1","28","1989","2","1","128","1.4","0","0","0","0","0","1","0","0.00","0.00","0.0","0.0","0.0","0.0","0.00","0","0","0.00","0.00","0","0.0","0.0","96","103","93.2","1958","761","34","0.0","0","2","0","0","2","100","3","0","5","3","0","0","0","0","0","92","2","9","14","85","2","2","0","0","1","0","1","0.70","1","0","0","0","0","0","0.00","3","3","3","0","0","0","6","0","0","3","2","0","106","9","0","0","0","85","0","0","0","79","78","98.7","0","64","3.7","1","6","1.50","3","2","+1","+0.70","4.0","2.7","+1.3","+0.90","0","1","0","0","0","14","0","1"
"Marc Pugh","eng ENG","MF,FW","Bournemouth","eng Premier League","30","1987","20","11","985","10.9","0","0","0","0","0","2","0","0.00","0.00","1.6","1.6","0.7","2.4","0.22","19","5","1.74","0.46","0","-1.6","-1.6","387","512","75.6","5920","1713","232","-0.7","10","19","17","3","36","497","15","0","89","11","27","5","1","0","0","331","91","90","82","394","19","9","3","2","29","12","17","1.55","14","1","1","1","0","1","0.09","9","6","3","5","1","10","38","0","8","28","11","0","649","14","44","21","0","482","10","30","29","559","479","85.7","59","49","28.8","9","11","1.50","11","17","-6","-0.55","13.0","16.9","-3.9","-0.36","0","7","0","0","0","99","9","19"
"Marcel BÃ¼chel","li LIE","MF","Hellas Verona","it Serie A","26","1991","23","20","1696","18.8","0","0","0","0","0","9","0","0.00","0.00","0.2","0.2","0.3","0.5","0.03","9","2","0.48","0.11","0","-0.2","-0.2","647","843","76.7","11701","2306","290","-0.3","12","45","4","1","43","821","22","1","127","37","7","5","0","5","0","484","133","226","619","122","62","1","2","4","11","18","25","1.33","20","2","1","2","0","1","0.05","43","24","15","24","4","36","91","0","31","67","42","1","1079","69","1","29","0","684","0","23","21","682","629","92.2","25","74","49.6","3","6","0.78","17","35","-18","-0.96","16.0","40.5","-24.5","-1.30","0","44","0","0","0","251","48","27"
"Marcel Heller","de GER","FW,MF","Augsburg","de Bundesliga","31","1986","24","14","1299","14.4","0","1","0","0","0","1","1","0.07","0.07","2.1","2.1","1.8","3.9","0.27","12","4","0.83","0.28","0","-2.1","-2.1","190","347","54.8","2887","1166","105","-0.8","15","10","15","9","23","342","5","0","86","13","53","0","0","0","0","171","74","102","38","271","30","3","1","0","8","46","34","2.36","25","0","2","4","1","5","0.35","33","24","19","12","2","25","62","0","17","43","9","0","506","8","48","10","1","354","15","36","24","510","325","63.7","119","54","42.5","10","7","1.50","22","21","+1","+0.07","22.4","18.3","+4.1","+0.28","0","22","1","0","0","98","6","12"
